InvoiceNo,StockCode,Description,Category,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV500344,P1007,Ceramic Coffee Mug,Home,1,2025-02-09 09:16:00,284.68,C10673,Singapore
INV500344,P1016,Face Serum,Beauty,2,2025-02-09 09:16:00,770.96,C10673,Singapore
INV500344,P1023,Water Bottle,Fitness,6,2025-02-09 09:16:00,672.62,C10673,Singapore
INV500344,P1024,Laptop Sleeve,Accessories,4,2025-02-09 09:16:00,748.79,C10673,Singapore
INV500344,P1012,Notebook Pack,Office,5,2025-02-09 09:16:00,182.54,C10673,Singapore
INV500344,P1008,Scented Candle Set,Home,2,2025-02-09 09:16:00,495.24,C10673,Singapore
INV500345,P1025,Kitchen Storage Jars,Home,1,2025-01-27 18:19:00,830.28,C10546,India
INV500346,P1014,Travel Backpack,Travel,4,2025-01-15 13:46:00,1775.95,C10776,United Kingdom
INV500346,P1028,Gift Wrapping Paper,Stationery,2,2025-01-15 13:46:00,144.91,C10776,United Kingdom
INV500346,P1026,Smart Watch Strap,Electronics,20,2025-01-15 13:46:00,361.4,C10776,United Kingdom
INV500346,P1024,Laptop Sleeve,Accessories,4,2025-01-15 13:46:00,832.92,C10776,United Kingdom
INV500347,P1022,,Grocery,5,2025-11-08 08:07:00,537.89,,United Kingdom
INV500347,P1011,Desk Organizer,Office,2,2025-11-08 08:07:00,434.23,C10669,United Kingdom
INV500348,P1009,Yoga Mat,Fitness,1,2025-04-03 12:49:00,1132.51,C10452,Germany
INV500348,P1028,Gift Wrapping Paper,Stationery,2,2025-04-03 12:49:00,139.2,C10452,Germany
INV500348,P1016,Face Serum,Beauty,1,2025-04-03 12:49:00,1010.63,C10452,Germany
INV500348,P1005,Bluetooth Speaker,Electronics,2,2025-04-03 12:49:00,1892.78,C10452,Germany
INV500349,P1001,Organic Cotton T-Shirt,Apparel,2,2025-11-25 14:56:00,584.35,C10074,United Kingdom
INV500349,P1011,Desk Organizer,Office,2,2025-11-25 14:56:00,415.2,C10074,United Kingdom
CINV500350,P1007,Ceramic Coffee Mug,Home,-3,2025-09-18 20:37:00,286.2,C10733,Spain
CINV500350,P1013,LED Table Lamp,Home,-2,2025-09-18 20:37:00,1333.81,C10733,Spain
CINV500350,P1027,Desk Plant,Home,-1,2025-09-18 20:37:00,345.52,C10733,Spain
CINV500350,P1019,Phone Stand,Electronics,-1,2025-09-18 20:37:00,271.34,C10733,Spain
INV500351,P1003,Running Shoes,Footwear,1,2025-08-16 19:56:00,2375.12,C10247,United Kingdom
INV500351,P1012,Notebook Pack,Office,12,2025-08-16 19:56:00,229.5,C10247,United Kingdom
INV500352,P1014,Travel Backpack,Travel,12,2025-05-27 13:20:00,1642.76,C10815,United Kingdom
INV500353,P1030,Sports Socks Pack,Apparel,5,2025-08-03 12:48:00,334.94,,United Kingdom
INV500353,P1016,Face Serum,Beauty,2,2025-08-03 12:48:00,873.87,C10124,United Kingdom
INV500353,P1024,Laptop Sleeve,Accessories,4,2025-08-03 12:48:00,846.13,C10124,United Kingdom
INV500354,P1014,Travel Backpack,Travel,3,2025-07-29 18:28:00,1727.77,C10460,United Kingdom
INV500354,P1010,Protein Shaker,Fitness,3,2025-07-29 18:28:00,370.85,C10460,United Kingdom
INV500354,P1025,Kitchen Storage Jars,Home,4,2025-07-29 18:28:00,721.99,C10460,United Kingdom
INV500354,P1016,Face Serum,Beauty,6,2025-07-29 18:28:00,829.5,C10460,United Kingdom
INV500355,P1029,Cotton Bedsheet,Home,2,2025-04-18 14:33:00,1142.62,C10749,United Kingdom
INV500355,P1020,USB-C Cable,Electronics,1,2025-04-18 14:33:00,206.61,C10749,United Kingdom
INV500356,P1029,Cotton Bedsheet,Home,4,2025-03-28 08:38:00,1237.99,C10521,Singapore
INV500356,P1018,Hair Care Kit,Beauty,2,2025-03-28 08:38:00,1149.33,C10521,Singapore
INV500356,P1026,Smart Watch Strap,Electronics,1,2025-03-28 08:38:00,346.83,C10521,Singapore
INV500356,P1007,Ceramic Coffee Mug,Home,1,2025-03-28 08:38:00,253.18,C10521,Singapore
INV500356,P1001,Organic Cotton T-Shirt,Apparel,1,2025-03-28 08:38:00,532.76,C10521,Singapore
INV500357,P1002,Denim Jacket,Apparel,5,2025-10-13 18:53:00,1707.72,C10195,United Kingdom
INV500357,P1021,Premium Tea Pack,Grocery,1,2025-10-13 18:53:00,418.36,C10195,United Kingdom
INV500357,P1001,Organic Cotton T-Shirt,Apparel,2,2025-10-13 18:53:00,518.98,C10195,United Kingdom
INV500357,P1008,Scented Candle Set,Home,1,2025-10-13 18:53:00,566.37,C10195,United Kingdom
INV500357,P1005,Bluetooth Speaker,Electronics,3,2025-10-13 18:53:00,2191.26,C10195,United Kingdom
INV500358,P1022,Dark Chocolate Box,Grocery,2,2025-05-28 14:28:00,513.21,C10774,United Kingdom
INV500358,P1014,Travel Backpack,Travel,4,2025-05-28 14:28:00,1592.77,C10774,United Kingdom
INV500359,P1009,Yoga Mat,Fitness,2,2025-07-29 08:35:00,962.56,C10802,United Kingdom
INV500359,P1022,Dark Chocolate Box,Grocery,1,2025-07-29 08:35:00,531.18,C10802,United Kingdom
INV500359,P1011,Desk Organizer,Office,3,2025-07-29 08:35:00,421.47,C10802,United Kingdom
INV500359,P1014,Travel Backpack,Travel,3,2025-07-29 08:35:00,1836.3,C10802,United Kingdom
INV500360,P1023,Water Bottle,Fitness,1,2025-03-22 21:34:00,571.8,C10204,United Kingdom
INV500360,P1008,Scented Candle Set,Home,4,2025-03-22 21:34:00,604.73,C10204,United Kingdom
INV500361,P1027,Desk Plant,Home,4,2025-05-07 08:17:00,396.32,C10647,Netherlands
INV500361,P1026,Smart Watch Strap,Electronics,1,2025-05-07 08:17:00,433.85,C10647,Netherlands
INV500361,P1013,LED Table Lamp,Home,5,2025-05-07 08:17:00,1467.02,C10647,Netherlands
INV500361,P1021,Premium Tea Pack,Grocery,1,2025-05-07 08:17:00,466.4,C10647,Netherlands
INV500362,P1017,Sunscreen SPF 50,Beauty,3,2025-09-05 12:58:00,580.1,C10286,Spain
INV500362,P1008,Scented Candle Set,Home,4,2025-09-05 12:58:00,587.59,C10286,Spain
INV500362,P1013,LED Table Lamp,Home,1,2025-09-05 12:58:00,1327.47,C10286,Spain
INV500362,P1001,Organic Cotton T-Shirt,Apparel,5,2025-09-05 12:58:00,503.2,C10286,Spain
INV500363,P1023,Water Bottle,Fitness,2,2025-06-22 21:09:00,492.38,C10759,United Kingdom
INV500364,P1017,Sunscreen SPF 50,Beauty,1,2025-05-01 13:29:00,428.05,C10668,United Kingdom
INV500364,P1018,Hair Care Kit,Beauty,1,2025-05-01 13:29:00,976.56,C10668,United Kingdom
INV500364,P1028,Gift Wrapping Paper,Stationery,2,2025-05-01 13:29:00,162.36,C10668,United Kingdom
INV500364,P1024,Laptop Sleeve,Accessories,6,2025-05-01 13:29:00,956.18,C10668,United Kingdom
INV500365,P1012,Notebook Pack,Office,2,2025-04-15 20:39:00,216.68,C10536,Germany
INV500365,P1017,Sunscreen SPF 50,Beauty,1,2025-04-15 20:39:00,0,C10536,Germany
INV500365,P1020,USB-C Cable,Electronics,1,2025-04-15 20:39:00,196.03,C10536,Germany
INV500365,P1009,Yoga Mat,Fitness,5,2025-04-15 20:39:00,943.24,,Germany
INV500365,P1016,Face Serum,Beauty,3,2025-04-15 20:39:00,856.04,C10536,Germany
INV500365,P1015,Luggage Tag Set,Travel,3,2025-04-15 20:39:00,213.41,C10536,Germany
INV500366,P1019,,Electronics,3,2025-07-16 13:36:00,343.05,C10661,United Kingdom
INV500366,P1020,,Electronics,3,2025-07-16 13:36:00,173.45,C10661,United Kingdom
INV500366,P1009,Yoga Mat,Fitness,4,2025-07-16 13:36:00,972.17,C10661,United Kingdom
INV500366,P1026,Smart Watch Strap,Electronics,4,2025-07-16 13:36:00,428.62,C10661,United Kingdom
INV500367,P1005,Bluetooth Speaker,Electronics,2,2025-03-27 18:53:00,2353.45,C10220,United Kingdom
INV500367,P1027,Desk Plant,Home,5,2025-03-27 18:53:00,393.65,C10220,United Kingdom
CINV500368,P1001,Organic Cotton T-Shirt,Apparel,-1,2025-07-15 13:11:00,426.09,C10196,Netherlands
CINV500368,P1007,Ceramic Coffee Mug,Home,-1,2025-07-15 13:11:00,296.71,,Netherlands
CINV500368,P1015,Luggage Tag Set,Travel,-4,2025-07-15 13:11:00,281.56,C10196,Netherlands
CINV500368,P1012,Notebook Pack,Office,-5,2025-07-15 13:11:00,216.95,C10196,Netherlands
CINV500368,P1017,Sunscreen SPF 50,Beauty,-3,2025-07-15 13:11:00,565.63,C10196,Netherlands
CINV500368,P1029,Cotton Bedsheet,Home,-1,2025-07-15 13:11:00,1110.76,C10196,Netherlands
INV500369,P1019,Phone Stand,Electronics,2,2025-06-12 22:45:00,246.71,C10689,United Kingdom
INV500370,P1006,Wireless Mouse,Electronics,3,2025-09-14 10:46:00,746.49,C10780,United Kingdom
INV500370,P1015,Luggage Tag Set,Travel,2,2025-09-14 10:46:00,214.73,C10780,United Kingdom
INV500371,P1019,Phone Stand,Electronics,1,2025-04-04 19:05:00,263.41,,France
INV500372,P1025,Kitchen Storage Jars,Home,1,2025-11-25 22:55:00,764.28,C10316,Netherlands
INV500373,P1015,Luggage Tag Set,Travel,2,2025-04-13 10:18:00,236.77,C10280,India
INV500373,P1009,Yoga Mat,Fitness,8,2025-04-13 10:18:00,1029.65,C10280,India
INV500374,P1017,Sunscreen SPF 50,Beauty,1,2025-05-28 11:21:00,548.12,C10699,United Kingdom
INV500374,P1018,Hair Care Kit,Beauty,1,2025-05-28 11:21:00,869.46,C10699,United Kingdom
INV500374,P1027,,Home,3,2025-05-28 11:21:00,365.27,C10699,United Kingdom
INV500374,P1024,Laptop Sleeve,Accessories,1,2025-05-28 11:21:00,1032.71,C10699,United Kingdom
INV500375,P1013,LED Table Lamp,Home,1,2025-10-31 17:44:00,1239.71,C10468,India
INV500375,P1016,Face Serum,Beauty,4,2025-10-31 17:44:00,1028.74,C10468,India
INV500376,P1029,Cotton Bedsheet,Home,1,2025-03-25 16:10:00,1220.97,C10030,India
INV500376,P1020,USB-C Cable,Electronics,2,2025-03-25 16:10:00,175.03,,India
INV500376,P1023,Water Bottle,Fitness,1,2025-03-25 16:10:00,535.02,C10030,India
INV500376,P1017,Sunscreen SPF 50,Beauty,2,2025-03-25 16:10:00,471.1,C10030,India
INV500376,P1007,Ceramic Coffee Mug,Home,5,2025-03-25 16:10:00,321.2,C10030,India
INV500376,P1019,Phone Stand,Electronics,4,2025-03-25 16:10:00,341.84,C10030,India
INV500377,P1006,Wireless Mouse,Electronics,1,2025-10-28 08:14:00,723.96,C10501,India
INV500377,P1025,Kitchen Storage Jars,Home,1,2025-10-28 08:14:00,681.89,C10501,India
INV500377,P1008,Scented Candle Set,Home,2,2025-10-28 08:14:00,547.47,C10501,India
INV500377,P1012,Notebook Pack,Office,4,2025-10-28 08:14:00,187.99,C10501,India
INV500377,P1011,,Office,1,2025-10-28 08:14:00,450.13,C10501,India
INV500378,P1004,Leather Wallet,Accessories,2,2025-06-05 14:16:00,791.39,C10056,India
INV500378,P1020,USB-C Cable,Electronics,2,2025-06-05 14:16:00,190.65,C10056,India
INV500378,P1026,Smart Watch Strap,Electronics,1,2025-06-05 14:16:00,443.94,C10056,India
INV500378,P1030,Sports Socks Pack,Apparel,2,2025-06-05 14:16:00,284.7,C10056,India
INV500379,P1012,Notebook Pack,Office,2,2025-01-13 16:17:00,184.51,,United Kingdom
INV500380,P1005,Bluetooth Speaker,Electronics,2,2025-02-13 16:06:00,2020.64,C10180,United Kingdom
INV500381,P1011,Desk Organizer,Office,1,2025-09-26 17:29:00,526.08,C10751,United Kingdom
INV500382,P1024,Laptop Sleeve,Accessories,3,2025-06-04 14:25:00,1022.93,C10653,Portugal
INV500383,P1008,Scented Candle Set,Home,1,2025-11-12 16:34:00,692.91,C10311,Netherlands
INV500383,P1023,,Fitness,2,2025-11-12 16:34:00,530.27,C10311,Netherlands
INV500383,P1026,Smart Watch Strap,Electronics,1,2025-11-12 16:34:00,393.61,C10311,Netherlands
INV500383,P1002,Denim Jacket,Apparel,1,2025-11-12 16:34:00,1975.15,C10311,Netherlands
INV500383,P1012,Notebook Pack,Office,2,2025-11-12 16:34:00,197.25,C10311,Netherlands
INV500384,P1022,Dark Chocolate Box,Grocery,2,2025-09-13 11:34:00,465.72,C10761,Germany
INV500384,P1013,LED Table Lamp,Home,1,2025-09-13 11:34:00,1416.31,C10761,Germany
INV500384,P1009,Yoga Mat,Fitness,2,2025-09-13 11:34:00,968.57,C10761,Germany
INV500384,P1002,Denim Jacket,Apparel,2,2025-09-13 11:34:00,1924.7,C10761,Germany
INV500385,P1025,Kitchen Storage Jars,Home,1,2025-10-20 12:11:00,914.19,C10114,United Kingdom
INV500385,P1024,Laptop Sleeve,Accessories,3,2025-10-20 12:11:00,943.08,C10114,United Kingdom
INV500385,P1013,LED Table Lamp,Home,-1,2025-10-20 12:11:00,1497.54,C10114,United Kingdom
INV500385,P1018,Hair Care Kit,Beauty,4,2025-10-20 12:11:00,1055.17,C10114,United Kingdom
INV500385,P1014,Travel Backpack,Travel,1,2025-10-20 12:11:00,1327.9,C10114,United Kingdom
INV500386,P1019,Phone Stand,Electronics,1,2025-01-12 13:39:00,285.04,C10419,EIRE
INV500386,P1021,Premium Tea Pack,Grocery,5,2025-01-12 13:39:00,350.36,C10419,EIRE
INV500387,P1007,Ceramic Coffee Mug,Home,12,2025-03-09 12:04:00,330.94,C10331,France
INV500387,P1019,Phone Stand,Electronics,6,2025-03-09 12:04:00,0,C10331,France
INV500387,P1015,Luggage Tag Set,Travel,5,2025-03-09 12:04:00,293.42,C10331,France
INV500387,P1008,Scented Candle Set,Home,1,2025-03-09 12:04:00,658.65,C10331,France
INV500387,P1022,Dark Chocolate Box,Grocery,1,2025-03-09 12:04:00,528.92,C10331,France
INV500388,P1005,Bluetooth Speaker,Electronics,4,2025-08-14 14:50:00,2262.18,C10666,India
INV500389,P1021,Premium Tea Pack,Grocery,2,2025-09-05 11:16:00,429.03,C10249,India
INV500390,P1025,Kitchen Storage Jars,Home,1,2025-05-13 17:17:00,761.85,C10462,United Kingdom
INV500390,P1005,Bluetooth Speaker,Electronics,2,2025-05-13 17:17:00,2151.39,C10462,United Kingdom
INV500390,P1017,Sunscreen SPF 50,Beauty,2,2025-05-13 17:17:00,523.57,,United Kingdom
INV500391,P1013,LED Table Lamp,Home,1,2025-09-18 19:55:00,1240.25,C10739,United Kingdom
INV500391,P1016,Face Serum,Beauty,6,2025-09-18 19:55:00,741.79,C10739,United Kingdom
INV500391,P1020,USB-C Cable,Electronics,4,2025-09-18 19:55:00,219.72,C10739,United Kingdom
INV500391,P1006,Wireless Mouse,Electronics,5,2025-09-18 19:55:00,786.0,C10739,United Kingdom
INV500391,P1012,Notebook Pack,Office,2,2025-09-18 19:55:00,170.26,C10739,United Kingdom
INV500391,P1021,Premium Tea Pack,Grocery,5,2025-09-18 19:55:00,466.57,C10739,United Kingdom
INV500391,P1005,Bluetooth Speaker,Electronics,3,2025-09-18 19:55:00,2318.39,C10739,United Kingdom
INV500391,P1019,Phone Stand,Electronics,2,2025-09-18 19:55:00,255.01,C10739,United Kingdom
INV500392,P1019,Phone Stand,Electronics,5,2025-04-17 11:15:00,250.68,C10063,United Kingdom
INV500392,P1016,Face Serum,Beauty,1,2025-04-17 11:15:00,927.93,C10063,United Kingdom
INV500392,P1015,Luggage Tag Set,Travel,3,2025-04-17 11:15:00,243.86,C10063,United Kingdom
INV500393,P1006,Wireless Mouse,Electronics,1,2025-07-28 17:17:00,735.56,C10258,United Kingdom
INV500393,P1011,Desk Organizer,Office,3,2025-07-28 17:17:00,0,C10258,United Kingdom
INV500393,P1017,Sunscreen SPF 50,Beauty,2,2025-07-28 17:17:00,441.3,C10258,United Kingdom
INV500394,P1004,Leather Wallet,Accessories,1,2025-10-03 21:11:00,799.51,C10704,United Kingdom
INV500395,P1013,LED Table Lamp,Home,5,2025-03-21 13:10:00,1350.5,C10585,Netherlands
INV500396,P1030,Sports Socks Pack,Apparel,2,2025-05-18 11:59:00,278.14,C10799,United Kingdom
INV500396,P1028,Gift Wrapping Paper,Stationery,4,2025-05-18 11:59:00,122.48,C10799,United Kingdom
INV500397,P1007,Ceramic Coffee Mug,Home,2,2025-05-21 08:52:00,279.82,C10468,India
INV500397,P1022,Dark Chocolate Box,Grocery,2,2025-05-21 08:52:00,619.44,C10468,India
INV500397,P1023,Water Bottle,Fitness,2,2025-05-21 08:52:00,700.6,C10468,India
INV500397,P1009,Yoga Mat,Fitness,1,2025-05-21 08:52:00,1037.38,C10468,India
INV500398,P1003,Running Shoes,Footwear,5,2025-02-26 15:08:00,2579.8,C10292,France
INV500398,P1011,Desk Organizer,Office,3,2025-02-26 15:08:00,458.16,C10292,France
INV500398,P1025,Kitchen Storage Jars,Home,3,2025-02-26 15:08:00,867.76,C10292,France
INV500398,P1024,Laptop Sleeve,Accessories,1,2025-02-26 15:08:00,810.87,C10292,France
INV500398,P1014,Travel Backpack,Travel,8,2025-02-26 15:08:00,1391.92,C10292,France
INV500399,P1002,Denim Jacket,Apparel,4,2025-09-20 13:01:00,1893.54,C10062,India
INV500399,P1017,Sunscreen SPF 50,Beauty,4,2025-09-20 13:01:00,504.71,C10062,India
INV500399,P1028,Gift Wrapping Paper,Stationery,20,2025-09-20 13:01:00,162.51,C10062,India
INV500400,P1021,Premium Tea Pack,Grocery,2,2025-03-19 18:21:00,439.38,C10757,United Kingdom
INV500401,P1014,Travel Backpack,Travel,1,2025-07-19 08:00:00,1699.47,C10639,United Kingdom
INV500401,P1005,Bluetooth Speaker,Electronics,2,2025-07-19 08:00:00,2500.07,C10639,United Kingdom
INV500402,P1005,Bluetooth Speaker,Electronics,10,2025-10-01 17:54:00,2062.41,C10027,United Kingdom
INV500403,P1012,Notebook Pack,Office,6,2025-04-30 22:58:00,194.68,C10278,United Kingdom
INV500403,P1001,Organic Cotton T-Shirt,Apparel,2,2025-04-30 22:58:00,489.45,C10278,United Kingdom
INV500404,P1004,Leather Wallet,Accessories,2,2025-09-17 22:37:00,829.16,C10180,United Kingdom
INV500404,P1006,Wireless Mouse,Electronics,2,2025-09-17 22:37:00,0,C10180,United Kingdom
INV500404,P1025,Kitchen Storage Jars,Home,5,2025-09-17 22:37:00,757.2,C10180,United Kingdom
INV500404,P1007,Ceramic Coffee Mug,Home,50,2025-09-17 22:37:00,254.27,C10180,United Kingdom
INV500405,P1006,Wireless Mouse,Electronics,3,2025-06-15 08:09:00,765.0,C10663,Singapore
INV500405,P1019,Phone Stand,Electronics,2,2025-06-15 08:09:00,262.13,C10663,Singapore
INV500405,P1001,Organic Cotton T-Shirt,Apparel,1,2025-06-15 08:09:00,567.1,C10663,Singapore
INV500405,P1005,Bluetooth Speaker,Electronics,6,2025-06-15 08:09:00,2013.11,C10663,Singapore
INV500405,P1017,Sunscreen SPF 50,Beauty,5,2025-06-15 08:09:00,573.29,C10663,Singapore
INV500406,P1003,Running Shoes,Footwear,2,2025-06-28 22:14:00,2933.86,C10016,United Kingdom
INV500407,P1005,Bluetooth Speaker,Electronics,3,2025-09-01 15:57:00,1879.49,C10319,United Kingdom
INV500407,P1011,Desk Organizer,Office,4,2025-09-01 15:57:00,391.23,C10319,United Kingdom
INV500407,P1022,Dark Chocolate Box,Grocery,1,2025-09-01 15:57:00,499.72,C10319,United Kingdom
INV500407,P1018,Hair Care Kit,Beauty,2,2025-09-01 15:57:00,1174.38,C10319,United Kingdom
INV500407,P1012,Notebook Pack,Office,3,2025-09-01 15:57:00,224.13,C10319,United Kingdom
INV500408,P1008,Scented Candle Set,Home,2,2025-03-15 18:02:00,565.34,C10015,India
INV500408,P1006,Wireless Mouse,Electronics,3,2025-03-15 18:02:00,710.55,C10015,India
INV500408,P1013,LED Table Lamp,Home,6,2025-03-15 18:02:00,1184.56,C10015,India
INV500408,P1011,Desk Organizer,Office,2,2025-03-15 18:02:00,452.08,C10015,India
INV500408,P1001,Organic Cotton T-Shirt,Apparel,1,2025-03-15 18:02:00,491.35,C10015,India
INV500409,P1006,Wireless Mouse,Electronics,1,2025-10-11 09:55:00,760.55,C10447,Germany
INV500409,P1013,LED Table Lamp,Home,2,2025-10-11 09:55:00,1317.45,C10447,Germany
INV500409,P1027,Desk Plant,Home,3,2025-10-11 09:55:00,394.1,C10447,Germany
INV500409,P1017,Sunscreen SPF 50,Beauty,2,2025-10-11 09:55:00,445.5,C10447,Germany
INV500409,P1007,Ceramic Coffee Mug,Home,2,2025-10-11 09:55:00,296.48,C10447,Germany
INV500409,P1005,Bluetooth Speaker,Electronics,3,2025-10-11 09:55:00,1968.44,C10447,Germany
INV500409,P1022,Dark Chocolate Box,Grocery,2,2025-10-11 09:55:00,481.85,C10447,Germany
INV500409,P1008,Scented Candle Set,Home,2,2025-10-11 09:55:00,618.71,C10447,Germany
INV500410,P1022,Dark Chocolate Box,Grocery,3,2025-03-05 19:47:00,600.5,,Germany
INV500410,P1005,Bluetooth Speaker,Electronics,2,2025-03-05 19:47:00,2326.0,C10412,Germany
INV500410,P1007,Ceramic Coffee Mug,Home,12,2025-03-05 19:47:00,343.19,C10412,Germany
INV500411,P1029,Cotton Bedsheet,Home,4,2025-11-17 15:27:00,1170.23,C10116,Netherlands
INV500411,P1023,Water Bottle,Fitness,5,2025-11-17 15:27:00,634.56,C10116,Netherlands
INV500411,P1028,Gift Wrapping Paper,Stationery,1,2025-11-17 15:27:00,161.02,C10116,Netherlands
INV500412,P1016,Face Serum,Beauty,1,2025-02-12 08:06:00,989.92,C10366,United Kingdom
INV500412,P1008,Scented Candle Set,Home,6,2025-02-12 08:06:00,573.68,C10366,United Kingdom
INV500412,P1019,Phone Stand,Electronics,1,2025-02-12 08:06:00,327.42,C10366,United Kingdom
INV500412,P1014,Travel Backpack,Travel,4,2025-02-12 08:06:00,1511.1,C10366,United Kingdom
INV500413,P1030,Sports Socks Pack,Apparel,1,2025-11-18 19:49:00,313.05,C10833,United Kingdom
INV500413,P1001,Organic Cotton T-Shirt,Apparel,6,2025-11-18 19:49:00,473.6,C10833,United Kingdom
INV500414,P1026,Smart Watch Strap,Electronics,4,2025-08-23 19:40:00,405.79,C10333,France
INV500414,P1006,Wireless Mouse,Electronics,5,2025-08-23 19:40:00,657.17,C10333,France
INV500415,P1016,Face Serum,Beauty,2,2025-02-16 18:25:00,822.84,C10104,United Kingdom
INV500415,P1021,Premium Tea Pack,Grocery,10,2025-02-16 18:25:00,373.54,C10104,United Kingdom
INV500416,P1023,Water Bottle,Fitness,1,2025-10-14 16:11:00,620.13,C10775,United Kingdom
INV500416,P1003,Running Shoes,Footwear,2,2025-10-14 16:11:00,2877.98,C10775,United Kingdom
INV500417,P1002,Denim Jacket,Apparel,3,2025-02-12 13:14:00,1744.35,C10584,United Kingdom
INV500417,P1008,Scented Candle Set,Home,3,2025-02-12 13:14:00,537.75,,United Kingdom
INV500418,P1006,Wireless Mouse,Electronics,3,2025-10-12 16:36:00,731.02,C10425,United Kingdom
INV500419,P1030,Sports Socks Pack,Apparel,2,2025-05-15 14:23:00,348.31,C10823,India
INV500419,P1008,Scented Candle Set,Home,1,2025-05-15 14:23:00,702.73,C10823,India
INV500420,P1021,Premium Tea Pack,Grocery,2,2025-04-27 19:22:00,334.82,C10619,India
INV500420,P1018,Hair Care Kit,Beauty,2,2025-04-27 19:22:00,1020.22,C10619,India
INV500420,P1027,Desk Plant,Home,1,2025-04-27 19:22:00,376.5,C10619,India
INV500420,P1008,Scented Candle Set,Home,3,2025-04-27 19:22:00,694.47,C10619,India
INV500421,P1014,Travel Backpack,Travel,5,2025-04-30 17:51:00,1870.06,C10339,United Kingdom
INV500421,P1005,Bluetooth Speaker,Electronics,1,2025-04-30 17:51:00,2130.69,C10339,United Kingdom
INV500421,P1025,Kitchen Storage Jars,Home,5,2025-04-30 17:51:00,663.66,C10339,United Kingdom
INV500421,P1018,Hair Care Kit,Beauty,3,2025-04-30 17:51:00,1065.66,C10339,United Kingdom
INV500421,P1022,Dark Chocolate Box,Grocery,1,2025-04-30 17:51:00,485.24,C10339,United Kingdom
INV500422,P1004,Leather Wallet,Accessories,-5,2025-11-21 09:21:00,672.7,C10360,United Kingdom
INV500422,P1017,Sunscreen SPF 50,Beauty,1,2025-11-21 09:21:00,467.9,C10360,United Kingdom
INV500423,P1018,Hair Care Kit,Beauty,3,2025-04-07 18:39:00,874.81,C10177,United Kingdom
INV500423,P1007,Ceramic Coffee Mug,Home,2,2025-04-07 18:39:00,332.84,C10177,United Kingdom
INV500423,P1012,Notebook Pack,Office,1,2025-04-07 18:39:00,230.11,C10177,United Kingdom
INV500424,P1020,USB-C Cable,Electronics,8,2025-09-12 11:38:00,229.71,C10103,India
INV500425,P1027,Desk Plant,Home,2,2025-05-07 13:09:00,331.2,C10347,Australia
